id,name,type,traffic_volume,speed_limit,lanes,latitude,longitude
14830,NEAR PSO PUMP GUJRAT Pakistan #14830,Arterial,3343,60,2,32.5634298,74.0579185
14831,NEAR MARKET GUJRAT Pakistan #14831,Arterial,3513,40,1,32.5730725,74.1005044
14832,UNIVERSITY ROAD GUJRAT Pakistan #14832,Residential,1793,50,3,32.5588588,74.0433025
14833,DINGA ROAD GUJRAT Pakistan #14833,Residential,3433,100,1,32.6688828,74.1770858
14834,UNIVERSITY ROAD GUJRAT Pakistan #14834,Arterial,3013,120,4,32.5932314,74.0440804
14835,NEAR PSO PUMP GUJRAT Pakistan #14835,Arterial,687,50,2,32.5716246,74.0733387
14836,SERVICE ROAD GUJRAT Pakistan #14836,Residential,2473,40,6,32.4950197,74.0796864
14837,NEAR BUS STOP GUJRAT Pakistan #14837,Highway,1711,120,4,32.5588588,74.0433025
14838,DINGA ROAD GUJRAT Pakistan #14838,Residential,3648,40,6,32.6039016,74.137435
14839,NEAR BUS STOP GUJRAT Pakistan #14839,Rural,4457,60,6,32.6022189,74.0342452
14840,NEAR PSO PUMP GUJRAT Pakistan #14840,Arterial,1502,40,6,32.7748506,74.006326
14841,VILLAGE LINK ROAD GUJRAT Pakistan #14841,Arterial,4131,40,4,32.5632439,74.0406361
14842,NEAR SCHOOL ROAD GUJRAT Pakistan #14842,Arterial,4330,50,3,32.564327,74.0583307
14843,NEAR BUS STOP GUJRAT Pakistan #14843,Rural,2110,50,6,32.5913519,74.0608558
14844,NEAR PSO PUMP GUJRAT Pakistan #14844,Residential,3464,60,1,32.4950197,74.0796864
14845,NEAR MARKET GUJRAT Pakistan #14845,Arterial,4607,80,5,32.4976158,74.0949982
14846,JALALPUR JATTAN ROAD GUJRAT Pakistan #14846,Residential,4235,100,2,32.5843347,74.0799144
14847,VILLAGE LINK ROAD GUJRAT Pakistan #14847,Arterial,3846,50,5,32.5587491,74.0429687
14848,GT ROAD GUJRAT Pakistan #14848,Residential,3836,50,6,32.5741792,74.0816947
14849,UNIVERSITY ROAD GUJRAT Pakistan #14849,Highway,4431,60,5,32.5730725,74.1005044
14850,GT ROAD GUJRAT Pakistan #14850,Highway,2746,50,3,32.5730725,74.1005044
14851,NEAR MARKET GUJRAT Pakistan #14851,Residential,1675,100,3,32.6659235,74.1756105
14852,UNIVERSITY ROAD GUJRAT Pakistan #14852,Highway,2061,120,6,32.5730725,74.1005044
14853,NEAR MARKET GUJRAT Pakistan #14853,Highway,2996,40,2,32.5011735,74.0718702
14854,NEAR PSO PUMP GUJRAT Pakistan #14854,Highway,3199,60,2,32.6225359,74.0205872
14855,NEAR PSO PUMP GUJRAT Pakistan #14855,Highway,3854,50,3,32.6383713,74.0055909
14856,NEAR SCHOOL ROAD GUJRAT Pakistan #14856,Residential,682,50,3,32.5670037,74.066112
14857,JALALPUR JATTAN ROAD GUJRAT Pakistan #14857,Highway,1185,60,1,32.549,74.089671
14858,UNIVERSITY ROAD GUJRAT Pakistan #14858,Arterial,834,120,4,32.5913519,74.0608558
14859,SERVICE ROAD GUJRAT Pakistan #14859,Arterial,672,100,5,32.5712094,74.0781113
14860,NEAR MARKET GUJRAT Pakistan #14860,Highway,1857,40,4,32.5696998,74.063793
14861,VILLAGE LINK ROAD GUJRAT Pakistan #14861,Rural,1427,40,4,32.5604448,74.0472217
14862,JALALPUR JATTAN ROAD GUJRAT Pakistan #14862,Rural,1058,60,3,32.5588588,74.0433025
14863,SERVICE ROAD GUJRAT Pakistan #14863,Arterial,4836,60,4,32.6128816,74.0280931
14864,VILLAGE LINK ROAD GUJRAT Pakistan #14864,Residential,2915,40,3,32.6327452,74.0053154
14865,NEAR BUS STOP GUJRAT Pakistan #14865,Residential,1126,40,2,32.5119798,74.0329499
14866,UNIVERSITY ROAD GUJRAT Pakistan #14866,Residential,3403,50,2,32.5861616,74.0635014
14867,UNIVERSITY ROAD GUJRAT Pakistan #14867,Rural,1068,40,4,32.5119798,74.0329499
14868,GT ROAD GUJRAT Pakistan #14868,Highway,2276,30,2,32.5006948,74.0894918
14869,NEAR MARKET GUJRAT Pakistan #14869,Highway,4036,50,6,32.5742463,74.0824823
14870,UNIVERSITY ROAD GUJRAT Pakistan #14870,Arterial,1788,80,6,32.5730725,74.1005044
14871,GT ROAD GUJRAT Pakistan #14871,Rural,4531,80,3,32.6057903,74.0872892
14872,NEAR MARKET GUJRAT Pakistan #14872,Rural,1261,40,3,32.5622757,74.0948823
14873,SERVICE ROAD GUJRAT Pakistan #14873,Arterial,1184,60,3,32.5928479,74.1951867
14874,VILLAGE LINK ROAD GUJRAT Pakistan #14874,Arterial,2215,120,6,32.5970357,74.0529746
14875,BHIMBER ROAD GUJRAT Pakistan #14875,Arterial,1627,60,1,32.5730725,74.1005044
14876,CHOWK AREA GUJRAT Pakistan #14876,Residential,4742,100,4,32.56129,74.07629
14877,NEAR SCHOOL ROAD GUJRAT Pakistan #14877,Arterial,1313,50,2,32.5809666,74.0769405
14878,BHIMBER ROAD GUJRAT Pakistan #14878,Arterial,3074,120,1,32.6230559,74.0744401
14879,UNIVERSITY ROAD GUJRAT Pakistan #14879,Rural,2183,40,1,32.5589758,74.0439646
14880,SERVICE ROAD GUJRAT Pakistan #14880,Residential,4697,80,5,32.5783962,74.061659
14881,VILLAGE LINK ROAD GUJRAT Pakistan #14881,Arterial,2867,50,4,32.5570873,74.1100482
14882,UNIVERSITY ROAD GUJRAT Pakistan #14882,Residential,2597,40,3,32.6407156,74.1666998
14883,SERVICE ROAD GUJRAT Pakistan #14883,Highway,4224,120,6,32.6245827,74.1730541
14884,GT ROAD GUJRAT Pakistan #14884,Arterial,1762,60,3,32.6008257,74.0068121
14885,NEAR SCHOOL ROAD GUJRAT Pakistan #14885,Residential,2493,100,3,32.5716285,74.0762863
14886,UNIVERSITY ROAD GUJRAT Pakistan #14886,Arterial,1279,100,4,32.5587571,74.0828899
14887,UNIVERSITY ROAD GUJRAT Pakistan #14887,Highway,4905,120,6,32.4886759,74.0911437
14888,BHIMBER ROAD GUJRAT Pakistan #14888,Residential,1209,80,2,32.5692481,74.0934219
14889,NEAR BUS STOP GUJRAT Pakistan #14889,Residential,5189,40,4,32.5754138,74.0638213
14890,SERVICE ROAD GUJRAT Pakistan #14890,Residential,3006,60,6,32.6480365,74.2120629
14891,NEAR SCHOOL ROAD GUJRAT Pakistan #14891,Residential,4284,120,5,32.5595592,74.0770649
14892,NEAR BUS STOP GUJRAT Pakistan #14892,Residential,1833,40,6,32.5692876,74.0998171
14893,UNIVERSITY ROAD GUJRAT Pakistan #14893,Residential,3585,120,1,32.6646187,74.0792127
14894,BHIMBER ROAD GUJRAT Pakistan #14894,Residential,2996,80,4,32.584226,74.071835
14895,UNIVERSITY ROAD GUJRAT Pakistan #14895,Residential,1822,30,1,32.5723863,74.0683129
14896,CHOWK AREA GUJRAT Pakistan #14896,Residential,2708,120,3,32.6097075,74.0787731
14897,NEAR BUS STOP GUJRAT Pakistan #14897,Highway,818,80,6,32.5250136,74.0896883
14898,UNIVERSITY ROAD GUJRAT Pakistan #14898,Arterial,3401,40,3,32.5730725,74.1005044
14899,NEAR BUS STOP GUJRAT Pakistan #14899,Highway,4956,120,5,32.5853647,74.0675061
14900,CHOWK AREA GUJRAT Pakistan #14900,Arterial,975,40,1,32.5762496,74.0838015
14901,GT ROAD GUJRAT Pakistan #14901,Highway,3454,40,2,32.6298988,74.1460166
14902,GT ROAD GUJRAT Pakistan #14902,Arterial,3256,100,3,32.5774479,74.0631351
14903,BHIMBER ROAD GUJRAT Pakistan #14903,Highway,3212,60,4,32.5791825,74.089547
14904,NEAR SCHOOL ROAD GUJRAT Pakistan #14904,Residential,1762,80,2,32.5587491,74.0429687
14905,VILLAGE LINK ROAD GUJRAT Pakistan #14905,Rural,4368,50,3,32.550686,74.090177
14906,NEAR PSO PUMP GUJRAT Pakistan #14906,Rural,2217,60,5,32.5642117,74.0794007
14907,DINGA ROAD GUJRAT Pakistan #14907,Arterial,2222,60,3,32.564327,74.0583307
14908,GT ROAD GUJRAT Pakistan #14908,Highway,3314,60,2,32.5968594,74.0608558
14909,CHOWK AREA GUJRAT Pakistan #14909,Rural,3698,100,6,32.5587491,74.0429687
14910,VILLAGE LINK ROAD GUJRAT Pakistan #14910,Arterial,4234,120,6,32.5798409,74.0836181
14911,DINGA ROAD GUJRAT Pakistan #14911,Residential,3063,100,6,32.6480365,74.2120629
14912,NEAR MARKET GUJRAT Pakistan #14912,Residential,3683,40,4,32.606262,74.0696673
14913,UNIVERSITY ROAD GUJRAT Pakistan #14913,Arterial,4326,80,2,32.5730725,74.1005044
14914,VILLAGE LINK ROAD GUJRAT Pakistan #14914,Residential,4676,80,3,32.5601516,74.0466955
14915,DINGA ROAD GUJRAT Pakistan #14915,Residential,1441,50,2,32.5730725,74.1005044
14916,NEAR PSO PUMP GUJRAT Pakistan #14916,Highway,3033,100,5,32.5754138,74.0638213
14917,CHOWK AREA GUJRAT Pakistan #14917,Highway,1346,30,5,32.6646187,74.0792127
14918,JALALPUR JATTAN ROAD GUJRAT Pakistan #14918,Rural,4453,100,4,32.5596973,74.0772187
14919,UNIVERSITY ROAD GUJRAT Pakistan #14919,Arterial,3250,100,4,32.6412756,74.2061794
14920,GT ROAD GUJRAT Pakistan #14920,Residential,2146,120,5,32.6356051,74.0094471
14921,NEAR MARKET GUJRAT Pakistan #14921,Residential,5100,80,4,32.6201744,74.0789545
14922,SERVICE ROAD GUJRAT Pakistan #14922,Arterial,2858,100,6,32.5449782,74.0909602
14923,VILLAGE LINK ROAD GUJRAT Pakistan #14923,Residential,4524,30,3,32.5717463,74.0818179
14924,GT ROAD GUJRAT Pakistan #14924,Rural,4555,60,3,32.5588588,74.0433025
14925,NEAR PSO PUMP GUJRAT Pakistan #14925,Highway,4682,120,6,32.6428843,74.2074832
14926,SERVICE ROAD GUJRAT Pakistan #14926,Highway,3510,80,1,32.5690734,74.072083
14927,SERVICE ROAD GUJRAT Pakistan #14927,Highway,2923,40,5,32.5883822,74.0567479
14928,UNIVERSITY ROAD GUJRAT Pakistan #14928,Arterial,1946,30,6,32.5730725,74.1005044
14929,UNIVERSITY ROAD GUJRAT Pakistan #14929,Residential,2631,100,3,32.5730725,74.1005044
14930,DINGA ROAD GUJRAT Pakistan #14930,Residential,5169,80,5,32.6000365,74.0616113
14931,CHOWK AREA GUJRAT Pakistan #14931,Rural,2912,80,3,32.5878756,74.0736672
14932,NEAR SCHOOL ROAD GUJRAT Pakistan #14932,Residential,3209,100,3,32.5730725,74.1005044
14933,GT ROAD GUJRAT Pakistan #14933,Residential,784,30,3,32.5772043,74.0773284
14934,SERVICE ROAD GUJRAT Pakistan #14934,Residential,3277,60,3,32.5585282,74.0741634
14935,NEAR PSO PUMP GUJRAT Pakistan #14935,Arterial,3058,80,4,32.5760797,74.0850727
14936,BHIMBER ROAD GUJRAT Pakistan #14936,Arterial,2199,60,4,32.583662,74.1078459
14937,NEAR PSO PUMP GUJRAT Pakistan #14937,Arterial,2984,40,6,32.6460466,74.210953
14938,NEAR MARKET GUJRAT Pakistan #14938,Rural,3206,40,2,32.629583,74.079007
14939,UNIVERSITY ROAD GUJRAT Pakistan #14939,Residential,4235,40,6,32.5656145,74.0798354
14940,BHIMBER ROAD GUJRAT Pakistan #14940,Residential,1773,80,5,32.7155783,74.1115165
14941,NEAR BUS STOP GUJRAT Pakistan #14941,Rural,4171,40,1,32.6659235,74.1756105
14942,SERVICE ROAD GUJRAT Pakistan #14942,Highway,2976,40,6,32.6007906,74.077783
14943,BHIMBER ROAD GUJRAT Pakistan #14943,Rural,1770,50,4,32.5093675,74.0971763
14944,UNIVERSITY ROAD GUJRAT Pakistan #14944,Highway,1151,30,6,32.6016715,74.0778492
14945,VILLAGE LINK ROAD GUJRAT Pakistan #14945,Rural,1353,30,4,32.5712012,74.0750116
14946,GT ROAD GUJRAT Pakistan #14946,Rural,2347,60,2,32.6377717,74.1958929
14947,JALALPUR JATTAN ROAD GUJRAT Pakistan #14947,Residential,1303,80,2,32.5794063,74.0483721
14948,GT ROAD GUJRAT Pakistan #14948,Arterial,4378,80,3,32.564327,74.0583307
14949,GT ROAD GUJRAT Pakistan #14949,Arterial,4021,60,1,32.5588588,74.0433025
14950,SERVICE ROAD GUJRAT Pakistan #14950,Residential,1357,80,4,32.5416391,74.0031448
14951,CHOWK AREA GUJRAT Pakistan #14951,Arterial,3384,60,5,32.5913519,74.0608558
14952,NEAR SCHOOL ROAD GUJRAT Pakistan #14952,Residential,4241,30,1,32.590062,74.0761793
14953,VILLAGE LINK ROAD GUJRAT Pakistan #14953,Arterial,749,40,4,32.5239892,74.0725607
14954,CHOWK AREA GUJRAT Pakistan #14954,Residential,4769,120,4,32.5588588,74.0433025
14955,JALALPUR JATTAN ROAD GUJRAT Pakistan #14955,Arterial,2464,80,4,32.578501,74.072814
14956,NEAR MARKET GUJRAT Pakistan #14956,Arterial,4424,120,2,32.5730725,74.1005044
14957,CHOWK AREA GUJRAT Pakistan #14957,Residential,4758,60,4,32.6402521,74.1970211
14958,GT ROAD GUJRAT Pakistan #14958,Residential,3759,50,4,32.583662,74.1078459
14959,NEAR SCHOOL ROAD GUJRAT Pakistan #14959,Residential,1731,120,4,32.5723405,74.0816796
14960,GT ROAD GUJRAT Pakistan #14960,Arterial,2988,80,1,32.6128816,74.0280931
14961,NEAR PSO PUMP GUJRAT Pakistan #14961,Residential,1462,120,1,32.5765762,74.0788686
14962,DINGA ROAD GUJRAT Pakistan #14962,Arterial,4566,80,3,32.5588588,74.0433025
14963,UNIVERSITY ROAD GUJRAT Pakistan #14963,Arterial,1622,60,1,32.5954494,74.0446875
14964,NEAR PSO PUMP GUJRAT Pakistan #14964,Residential,2489,80,1,32.549,74.089671
14965,NEAR PSO PUMP GUJRAT Pakistan #14965,Rural,1326,120,3,32.6480365,74.2120629
14966,JALALPUR JATTAN ROAD GUJRAT Pakistan #14966,Highway,2657,40,2,32.803179,74.0608558
14967,UNIVERSITY ROAD GUJRAT Pakistan #14967,Highway,1679,120,4,32.5588588,74.0433025
14968,VILLAGE LINK ROAD GUJRAT Pakistan #14968,Arterial,1199,60,5,32.6014959,74.0415404
14969,GT ROAD GUJRAT Pakistan #14969,Highway,2431,50,6,32.5927722,74.1157376
14970,NEAR MARKET GUJRAT Pakistan #14970,Rural,2071,80,2,32.5704271,74.078587
14971,VILLAGE LINK ROAD GUJRAT Pakistan #14971,Highway,1108,50,4,32.6438162,74.0033111
14972,NEAR SCHOOL ROAD GUJRAT Pakistan #14972,Residential,2154,40,3,32.5588588,74.0433025
14973,JALALPUR JATTAN ROAD GUJRAT Pakistan #14973,Arterial,3303,120,6,32.6986797,74.1338042
14974,NEAR PSO PUMP GUJRAT Pakistan #14974,Highway,3672,80,4,32.5853175,74.0818244
14975,NEAR BUS STOP GUJRAT Pakistan #14975,Arterial,3680,120,2,32.5757806,74.0749365
14976,CHOWK AREA GUJRAT Pakistan #14976,Residential,3404,100,3,32.5626069,74.0517515
14977,NEAR PSO PUMP GUJRAT Pakistan #14977,Rural,1975,60,1,32.6356051,74.0094471
14978,UNIVERSITY ROAD GUJRAT Pakistan #14978,Residential,3574,60,2,32.5837137,74.0643954
14979,CHOWK AREA GUJRAT Pakistan #14979,Highway,906,120,4,32.6356051,74.0094471
14980,NEAR MARKET GUJRAT Pakistan #14980,Highway,3128,100,3,32.4738766,74.3491118
14981,DINGA ROAD GUJRAT Pakistan #14981,Residential,2320,100,3,32.5724467,74.0632716
14982,NEAR SCHOOL ROAD GUJRAT Pakistan #14982,Rural,3263,80,3,32.5730725,74.1005044
14983,NEAR MARKET GUJRAT Pakistan #14983,Residential,4702,80,4,32.5460212,74.0916885
14984,NEAR SCHOOL ROAD GUJRAT Pakistan #14984,Highway,4817,30,4,32.6480365,74.2120629
14985,UNIVERSITY ROAD GUJRAT Pakistan #14985,Arterial,3072,100,4,32.5119798,74.0329499
14986,UNIVERSITY ROAD GUJRAT Pakistan #14986,Highway,1702,100,6,32.5921906,74.116012
14987,SERVICE ROAD GUJRAT Pakistan #14987,Residential,4911,30,2,32.5757806,74.0749365
14988,SERVICE ROAD GUJRAT Pakistan #14988,Arterial,2515,100,1,32.6377717,74.1958929
14989,SERVICE ROAD GUJRAT Pakistan #14989,Residential,816,80,5,32.5730725,74.1005044
14990,BHIMBER ROAD GUJRAT Pakistan #14990,Residential,1922,100,6,32.5772043,74.0773284
14991,UNIVERSITY ROAD GUJRAT Pakistan #14991,Arterial,4783,60,1,32.558159,74.0575935
14992,NEAR BUS STOP GUJRAT Pakistan #14992,Arterial,4038,50,1,32.5588588,74.0433025
14993,NEAR SCHOOL ROAD GUJRAT Pakistan #14993,Arterial,2681,30,4,32.5798409,74.0836181
14994,JALALPUR JATTAN ROAD GUJRAT Pakistan #14994,Arterial,1223,80,5,32.5636426,74.0801078
14995,NEAR PSO PUMP GUJRAT Pakistan #14995,Residential,2146,50,1,32.6022189,74.0342452
14996,JALALPUR JATTAN ROAD GUJRAT Pakistan #14996,Arterial,4049,30,6,32.5877606,74.0591537
14997,GT ROAD GUJRAT Pakistan #14997,Highway,3331,40,1,32.5588588,74.0433025
14998,CHOWK AREA GUJRAT Pakistan #14998,Arterial,2502,50,5,32.6294115,74.1822162
14999,VILLAGE LINK ROAD GUJRAT Pakistan #14999,Residential,2749,100,2,32.5757806,74.0749365
15000,NEAR MARKET GUJRAT Pakistan #15000,Residential,3964,120,3,32.5492531,74.0601215
15001,VILLAGE LINK ROAD GUJRAT Pakistan #15001,Residential,4015,50,3,32.5730725,74.1005044
15002,CHOWK AREA GUJRAT Pakistan #15002,Arterial,1978,100,4,32.6185498,74.0796653
15003,BHIMBER ROAD GUJRAT Pakistan #15003,Arterial,2167,80,3,32.5587491,74.0429687
15004,NEAR SCHOOL ROAD GUJRAT Pakistan #15004,Residential,4496,80,1,32.6356051,74.0094471
15005,SERVICE ROAD GUJRAT Pakistan #15005,Arterial,2440,50,4,32.646022,74.078558
15006,CHOWK AREA GUJRAT Pakistan #15006,Arterial,1667,50,6,32.6222323,74.0601215
15007,NEAR SCHOOL ROAD GUJRAT Pakistan #15007,Arterial,4572,100,2,32.5229296,74.0523316
15008,SERVICE ROAD GUJRAT Pakistan #15008,Residential,2902,60,4,32.5753831,74.074853
15009,DINGA ROAD GUJRAT Pakistan #15009,Residential,761,50,4,32.7232013,74.0219333
15010,BHIMBER ROAD GUJRAT Pakistan #15010,Highway,2486,30,6,32.587928,74.0800084
15011,NEAR MARKET GUJRAT Pakistan #15011,Residential,5007,30,3,32.5792771,74.088574
15012,SERVICE ROAD GUJRAT Pakistan #15012,Rural,4057,40,6,32.5588588,74.0433025
15013,DINGA ROAD GUJRAT Pakistan #15013,Residential,2347,100,4,32.5588588,74.0433025
15014,GT ROAD GUJRAT Pakistan #15014,Residential,5186,60,2,32.6336033,74.0103516
15015,NEAR PSO PUMP GUJRAT Pakistan #15015,Residential,4622,40,1,32.5588588,74.0433025
15016,UNIVERSITY ROAD GUJRAT Pakistan #15016,Residential,4637,50,3,32.5925382,74.0468811
15017,SERVICE ROAD GUJRAT Pakistan #15017,Rural,4345,80,3,32.5730725,74.1005044
15018,DINGA ROAD GUJRAT Pakistan #15018,Highway,737,50,2,32.6407156,74.1666998
15019,BHIMBER ROAD GUJRAT Pakistan #15019,Rural,4977,120,5,32.5588588,74.0433025
15020,DINGA ROAD GUJRAT Pakistan #15020,Highway,1266,120,6,32.6173756,74.0792009
15021,NEAR SCHOOL ROAD GUJRAT Pakistan #15021,Residential,2797,40,1,32.6057903,74.0872892
15022,NEAR MARKET GUJRAT Pakistan #15022,Highway,3409,40,3,32.5587491,74.0429687
15023,UNIVERSITY ROAD GUJRAT Pakistan #15023,Residential,4301,120,4,32.5914535,74.075601
15024,NEAR MARKET GUJRAT Pakistan #15024,Highway,2129,120,2,32.5850799,74.0428197
15025,VILLAGE LINK ROAD GUJRAT Pakistan #15025,Highway,1180,100,3,32.5712012,74.0750116
15026,VILLAGE LINK ROAD GUJRAT Pakistan #15026,Residential,2247,80,5,32.6097075,74.0787731
15027,NEAR SCHOOL ROAD GUJRAT Pakistan #15027,Rural,2221,100,6,32.6431846,74.2078475
15028,SERVICE ROAD GUJRAT Pakistan #15028,Highway,2261,50,1,32.5730725,74.1005044
15029,NEAR BUS STOP GUJRAT Pakistan #15029,Residential,3877,50,1,32.5927722,74.1157376
15030,GT ROAD GUJRAT Pakistan #15030,Residential,3220,120,3,32.561123,74.0454347
15031,NEAR SCHOOL ROAD GUJRAT Pakistan #15031,Residential,1292,60,3,32.5730725,74.1005044
15032,NEAR MARKET GUJRAT Pakistan #15032,Residential,912,120,3,32.6128816,74.0280931
15033,NEAR BUS STOP GUJRAT Pakistan #15033,Residential,4754,40,2,32.5398873,74.0636625
15034,CHOWK AREA GUJRAT Pakistan #15034,Residential,3646,30,3,32.5754138,74.0638213
15035,CHOWK AREA GUJRAT Pakistan #15035,Highway,1212,60,3,32.5588588,74.0433025
15036,NEAR SCHOOL ROAD GUJRAT Pakistan #15036,Arterial,3428,60,1,32.5626069,74.0517515
15037,GT ROAD GUJRAT Pakistan #15037,Arterial,1982,30,3,32.5530847,74.0877156
15038,NEAR MARKET GUJRAT Pakistan #15038,Arterial,4850,30,4,32.5932314,74.0440804
15039,SERVICE ROAD GUJRAT Pakistan #15039,Residential,2878,120,6,32.5921906,74.116012
15040,SERVICE ROAD GUJRAT Pakistan #15040,Highway,4517,30,2,32.5767616,74.0635991
15041,NEAR PSO PUMP GUJRAT Pakistan #15041,Highway,2387,50,3,32.5850768,74.0436418
15042,SERVICE ROAD GUJRAT Pakistan #15042,Arterial,2892,80,6,32.6940672,74.1313365
15043,DINGA ROAD GUJRAT Pakistan #15043,Highway,1038,100,5,32.6582104,74.221601
15044,NEAR PSO PUMP GUJRAT Pakistan #15044,Arterial,4490,120,5,32.5030015,74.0953186
15045,NEAR BUS STOP GUJRAT Pakistan #15045,Rural,2093,50,6,32.5492531,74.0601215
15046,JALALPUR JATTAN ROAD GUJRAT Pakistan #15046,Residential,1867,50,6,32.5698263,74.0793963
15047,VILLAGE LINK ROAD GUJRAT Pakistan #15047,Residential,3826,120,3,32.5588588,74.0433025
15048,NEAR SCHOOL ROAD GUJRAT Pakistan #15048,Residential,4987,80,4,32.5840301,74.0740246
15049,UNIVERSITY ROAD GUJRAT Pakistan #15049,Rural,4963,100,1,32.5587491,74.0429687
15050,CHOWK AREA GUJRAT Pakistan #15050,Highway,4243,40,2,32.5752778,74.0711111
15051,NEAR PSO PUMP GUJRAT Pakistan #15051,Rural,3594,60,5,32.6824393,74.0469034
15052,SERVICE ROAD GUJRAT Pakistan #15052,Highway,1677,60,2,32.5081839,74.0910203
15053,CHOWK AREA GUJRAT Pakistan #15053,Arterial,1026,120,5,32.5759067,74.0821409
15054,NEAR SCHOOL ROAD GUJRAT Pakistan #15054,Residential,938,80,6,32.558159,74.0575935
15055,NEAR SCHOOL ROAD GUJRAT Pakistan #15055,Arterial,3670,30,6,32.5006948,74.0894918
15056,UNIVERSITY ROAD GUJRAT Pakistan #15056,Arterial,3233,30,2,32.5850799,74.0428197
15057,BHIMBER ROAD GUJRAT Pakistan #15057,Arterial,5021,40,2,32.6103331,74.1480803
15058,BHIMBER ROAD GUJRAT Pakistan #15058,Arterial,1871,80,4,32.6128882,74.0792485
15059,NEAR SCHOOL ROAD GUJRAT Pakistan #15059,Residential,3022,120,6,32.5791625,74.0826263
15060,NEAR PSO PUMP GUJRAT Pakistan #15060,Arterial,2699,40,6,32.5577226,74.0837469
15061,NEAR SCHOOL ROAD GUJRAT Pakistan #15061,Residential,1301,120,4,32.5723863,74.0683129
15062,VILLAGE LINK ROAD GUJRAT Pakistan #15062,Highway,1187,40,5,32.5511317,74.0244854
15063,GT ROAD GUJRAT Pakistan #15063,Arterial,3661,80,1,32.5588588,74.0433025
15064,VILLAGE LINK ROAD GUJRAT Pakistan #15064,Highway,3028,60,1,32.6031915,74.0388554
15065,NEAR BUS STOP GUJRAT Pakistan #15065,Highway,4551,80,4,32.5723375,74.0894918
15066,JALALPUR JATTAN ROAD GUJRAT Pakistan #15066,Arterial,3433,60,3,32.5119798,74.0329499
15067,BHIMBER ROAD GUJRAT Pakistan #15067,Arterial,3296,40,5,32.5754138,74.0638213
15068,NEAR PSO PUMP GUJRAT Pakistan #15068,Residential,4455,50,1,32.5925382,74.0468811
15069,SERVICE ROAD GUJRAT Pakistan #15069,Rural,790,60,5,32.5848011,74.0559518
15070,UNIVERSITY ROAD GUJRAT Pakistan #15070,Rural,1010,120,1,32.5614167,74.0501046
15071,JALALPUR JATTAN ROAD GUJRAT Pakistan #15071,Arterial,3416,30,4,32.5656424,74.0765177
15072,JALALPUR JATTAN ROAD GUJRAT Pakistan #15072,Highway,4966,30,1,32.5848011,74.0559518
15073,NEAR PSO PUMP GUJRAT Pakistan #15073,Residential,4629,80,5,32.5718299,74.0843839
15074,GT ROAD GUJRAT Pakistan #15074,Residential,4869,50,2,32.5622791,74.1342726
15075,VILLAGE LINK ROAD GUJRAT Pakistan #15075,Arterial,3008,100,1,32.5763095,74.0752906
15076,NEAR SCHOOL ROAD GUJRAT Pakistan #15076,Highway,4850,80,5,32.6301772,74.1837645
15077,UNIVERSITY ROAD GUJRAT Pakistan #15077,Highway,3657,60,2,32.5730725,74.1005044
15078,NEAR SCHOOL ROAD GUJRAT Pakistan #15078,Residential,1573,120,4,32.5934205,74.0621574
15079,BHIMBER ROAD GUJRAT Pakistan #15079,Highway,4651,120,1,32.6031915,74.0388554
15080,SERVICE ROAD GUJRAT Pakistan #15080,Arterial,965,40,2,32.5703805,74.0784979
15081,NEAR SCHOOL ROAD GUJRAT Pakistan #15081,Highway,4447,100,5,32.5058225,74.0947991
15082,NEAR BUS STOP GUJRAT Pakistan #15082,Residential,2406,50,2,32.6097075,74.0787731
15083,GT ROAD GUJRAT Pakistan #15083,Residential,2890,80,6,32.5808875,74.0584693
15084,VILLAGE LINK ROAD GUJRAT Pakistan #15084,Residential,4633,40,1,32.5675134,74.1107824
15085,SERVICE ROAD GUJRAT Pakistan #15085,Highway,1084,60,2,32.5588588,74.0433025
15086,NEAR BUS STOP GUJRAT Pakistan #15086,Residential,1827,40,5,32.612716,74.02938
15087,GT ROAD GUJRAT Pakistan #15087,Residential,3944,40,5,32.5723863,74.0683129
15088,UNIVERSITY ROAD GUJRAT Pakistan #15088,Arterial,5187,50,2,32.5862992,74.0909602
15089,UNIVERSITY ROAD GUJRAT Pakistan #15089,Residential,2711,120,1,32.5843296,74.0799613
15090,NEAR MARKET GUJRAT Pakistan #15090,Residential,3359,80,4,32.5730725,74.1005044
15091,JALALPUR JATTAN ROAD GUJRAT Pakistan #15091,Residential,2115,120,1,32.5755207,74.0824108
15092,NEAR SCHOOL ROAD GUJRAT Pakistan #15092,Highway,1665,40,3,32.5968381,74.0790509
15093,BHIMBER ROAD GUJRAT Pakistan #15093,Arterial,2448,80,3,32.5600873,74.0828027
15094,DINGA ROAD GUJRAT Pakistan #15094,Residential,2654,100,3,32.5712012,74.0750116
15095,NEAR BUS STOP GUJRAT Pakistan #15095,Residential,2926,50,5,32.5730598,74.0741188
15096,UNIVERSITY ROAD GUJRAT Pakistan #15096,Arterial,3062,120,3,32.6377717,74.1958929
15097,NEAR MARKET GUJRAT Pakistan #15097,Arterial,1014,60,4,32.5587491,74.0429687
15098,BHIMBER ROAD GUJRAT Pakistan #15098,Rural,966,60,5,32.5675134,74.1107824
15099,VILLAGE LINK ROAD GUJRAT Pakistan #15099,Rural,4306,100,4,32.56129,74.07629
15100,CHOWK AREA GUJRAT Pakistan #15100,Residential,1925,50,3,32.5859921,74.0654602
